"id","name","address","email","username","url","uuid","ipv4","ipv6","mac","color","company","job","word","sentence","active","quantity","price","date","ean","isbn","code","category","status","note","optional"
"1034","李小川","测试省样本市新区明月街542号","user_kdugfyhrtcxo@example.test","user_snicvrgtifvl","https://sample-dbwkgluj.example.test/gxfrrf","2f6d9691-896c-4e40-9897-479a57c42389","192.0.2.245","2001:db8:8643:6762:bbb2:5559:cc57:4f2e","7e:45:62:45:78:30","#a838f0","示例星河文创有限公司","插画师","青石","花园，云影，山林。","true","4","-29.44","2024-03-02","7151927422178","9789602511701","SKU-jc-5632","B,quoted","active","a,""b""
c","optional"
"1036","叶晓月","测试省示例市东城区星河路403号","user_yfpivfwihpgj@example.test","user_jgxsjvrkyxmn","https://sample-emtvgaxu.example.test/dwxiwh","0fb8926e-2b71-4b86-ba28-ba410b9fa261","203.0.113.98","2001:db8:5b90:4247:85fb:1988:28f5:0b39","02:cc:e8:85:c0:5d","#6d8733","示例海棠科技有限公司","园艺师","山林","星空，海岸，花园。","false","3","177.59","2024-03-01","1699681686567","9780910206754","SKU-zc-7091","B,quoted","active","a,""b""
c",""
"1038","李文静","测试省示例市西城区明月街804号","user_cfurqqejguem@example.test","user_whukztauojux","https://sample-jugxlocq.example.test/oimbke","309d1a54-ea6e-4cab-8bd5-1cc56cb4acac","192.0.2.80","2001:db8:5ba1:545a:c154:2619:47ca:0a36","ba:4c:52:47:f5:64","#481f04","示例星河设计有限公司","运营专员","长街","晨光，月色，春日。","true","2","271.41","2024-02-28","9890645888917","9785796254110","SKU-vl-6602","B,quoted","active","a,""b""
c","optional"
"1040","王雨桐","测试省示例市东城区青山路45号","user_sfdtsskepwuc@example.test","user_qvieuigjrnng","https://sample-mkcbrhfm.example.test/hdimgb","1ba7c7e8-3931-4c3c-9d07-1c71e469b409","203.0.113.8","2001:db8:a0e1:2977:b19c:eb99:293d:fb2c","a2:40:23:b7:6f:f2","#254a15","示例青山文创有限公司","软件工程师","脚步","希望，月色，时间。","true","9","220.65","2024-02-28","5702216354360","9784481339248","SKU-yq-3124","C
line","active","a,""b""
c","optional"
"1042","张知秋","测试省示例市东城区明月街409号","user_qqqccjiwbpbe@example.test","user_jnowjdvlnpai","https://sample-bsynwfts.example.test/qakdcm","a7d7f24a-9fd6-4288-89a1-29dd42598711","198.51.100.172","2001:db8:4d57:1147:8b6f:22b9:75c3:a83a","2e:f7:e5:48:40:9f","#cdc095","示例星河科技有限公司","项目经理","书页","希望，春日，云影。","false","4","-8.51","2024-02-28","4640555095036","9781872083100","SKU-nn-7439","A","archived","a,""b""
c","optional"
"1044","李知秋","测试省示例市东城区明月街725号","user_izgwbqjzydar@example.test","user_wxnmiebfhzqd","https://sample-vrqsrmck.example.test/bslsct","a8d06c67-9401-4539-bcda-1d0490ff0e8a","192.0.2.3","2001:db8:1b39:e1e8:1e45:6854:61b6:5a9f","be:74:5a:39:5f:9e","#dbd5a8","示例云帆设计有限公司","园艺师","果实","灯火，山林，青石。","true","4","187.04","2024-03-02","9138200066630","9781956616118","SKU-vy-3751","C
line","active","a,""b""
c","optional"
"1046","刘子安","测试省示例市东城区星河路330号","user_jvptncpyzdcf@example.test","user_ijzocdjwoels","https://sample-ajxrvtvw.example.test/axzjdh","1ac6c389-61e1-4ab9-b402-a61c0cd7b361","192.0.2.69","2001:db8:029a:24a8:a6ab:0c63:30af:b62e","7e:c8:b8:fa:6c:24","#42a2f0","示例远航信息有限公司","研究助理","海岸","脚步，青石，落叶。","false","1","70.60","2024-03-02","3341781199703","9787243218553","SKU-sa-0712","A","archived","a,""b""
c","optional"
"1048","刘星辰","测试省示例市东城区明月街7号","user_eelrtrlxdqsi@example.test","user_yplergddehtv","https://sample-yvgbrith.example.test/roxhwg","d35c1329-4321-409b-8f15-abb817b2fb4c","203.0.113.46","2001:db8:748e:a6e3:66e7:7bad:e958:d996","9e:81:71:36:ce:0f","#14f4ce","示例明月设计有限公司","园艺师","灯火","书页，窗台，长街。","false","3","122.44","2024-03-01","4264833225160","9782962611708","SKU-pa-1636","A","active","a,""b""
c",""
"1050","李小川","测试省示例市西城区样本大道48号","user_bymttzexyhin@example.test","user_trunzdhxmqya","https://sample-fgcdqidu.example.test/efeirk","227dbc5e-bf07-4beb-8341-9ee4d03a95e1","192.0.2.32","2001:db8:a8ec:3db6:c592:52f3:1604:6c04","4a:b3:70:8d:76:da","#1f4700","示例云帆文创有限公司","产品设计师","河流","希望，月色，晨光。","false","4","268.67","2024-02-28","4836107342653","9781388113667","SKU-bq-0342","A","active","a,""b""
c","optional"
"1052","郑子安","测试省示例市东城区青山路396号","user_phbjbdxawcft@example.test","user_jheaazfrftea","https://sample-coqgiyus.example.test/zmkccu","c076b33d-1038-44b5-a0da-5ccc90b0b343","203.0.113.142","2001:db8:4cf6:f850:2104:0db3:6cb4:aa16","a2:9e:3b:c5:a9:5c","#8dbe3d","示例晨光信息有限公司","摄影师","海岸","时间，微风，果实。","false","3","189.44","2024-02-29","9953276371392","9788157210558","SKU-gd-6745","C
line","active","a,""b""
c","optional"
"1054","李若云","测试省样本市新区星河路61号","user_qhexijzvcmfk@example.test","user_zfiukzmlfsby","https://sample-fthxmzbz.example.test/oywccr","45254aed-60fd-4414-a927-59c961030fb3","198.51.100.32","2001:db8:70c5:57e3:4412:730c:d31d:2188","ea:74:10:fc:f4:91","#4553d1","示例晨光科技有限公司","插画师","青石","旅程，希望，雨声。","true","4","86.67","2024-02-28","0929066637718","9785504044576","SKU-ni-4697","C
line","active","a,""b""
c",""
"1056","叶文静","测试省示例市西城区青山路541号","user_rgbskafpmykk@example.test","user_upuezircallz","https://sample-ddpbqini.example.test/cnhhjl","3957153e-c3d5-4238-a4bf-1f87ab82f9b5","203.0.113.161","2001:db8:6d3a:5314:efdf:7918:1c97:aa4b","aa:00:56:8b:b4:77","#4c8fde","示例星河设计有限公司","测试工程师","落叶","雨声，灯火，海岸。","false","1","-84.10","2024-02-29","2929405710711","9788230466049","SKU-ni-8719","A","active","a,""b""
c","optional"
"1058","刘星辰","测试省示例市东城区青山路628号","user_kqdzgvunbdbi@example.test","user_vuoawebnzbtf","https://sample-cwrjkiel.example.test/bzhymw","ea559b87-243e-4e5b-869e-0e7d31f70ad3","198.51.100.33","2001:db8:44bd:77b0:af6a:6772:20fe:8e8b","1a:7c:4f:25:6a:1b","#44734a","示例青山信息有限公司","产品设计师","窗台","长街，旅程，海岸。","false","8","13.83","2024-03-02","6645605595199","9786354596154","SKU-jh-8938","B,quoted","active","a,""b""
c","optional"
"1060","陈若云","测试省示例市东城区青山路229号","user_rconeqkvefpx@example.test","user_jjjpseptnvrd","https://sample-laznifkb.example.test/ggoxuy","2251c20c-282b-4915-bac9-afacb912c51e","192.0.2.117","2001:db8:9fc1:5285:6013:a227:b365:6d67","9a:e2:1c:38:89:39","#b89449","示例星河文创有限公司","测试工程师","云影","云影，长街，时间。","false","8","167.61","2024-03-02","8298156187832","9782021149654","SKU-ud-4023","B,quoted","active","a,""b""
c",""
"1062","孙知秋","测试省示例市东城区明月街339号","user_tnxdsazeujns@example.test","user_garitkhctedb","https://sample-rpgibunv.example.test/ecntsa","53a1fb38-8f37-4387-bdaa-a51d1f1e7634","192.0.2.73","2001:db8:6aac:86fb:8ab2:5f19:78fb:fcd9","76:5b:99:e7:e9:47","#777002","示例星河信息有限公司","系统管理员","月色","微风，希望，星空。","false","8","187.71","2024-02-29","6044589166027","9781276564458","SKU-tv-3957","A","active","a,""b""
c",""
"1064","吴明","测试省示例市东城区星河路307号","user_xtwolldtzhhq@example.test","user_oyxhxzwcsvxn","https://sample-yxdvjqrd.example.test/nhcdqe","a186a3f5-05bf-47e9-b5ae-59a74751639e","198.51.100.5","2001:db8:ba82:07b2:e956:e9f3:e861:e5c7","52:d6:a4:09:50:e9","#22b3de","示例星河设计有限公司","插画师","青石","窗台，河流，远方。","true","3","78.74","2024-03-01","9923133310468","9784373483936","SKU-il-8103","A","active","a,""b""
c","optional"
"1066","钱知秋","测试省样本市新区青山路921号","user_mdvpkygwlniz@example.test","user_zooopgmcpqyr","https://sample-htoaawwy.example.test/abwolz","8b714da5-6be9-44b3-b123-07d0384d2e22","203.0.113.148","2001:db8:9af5:ca70:95db:4040:8535:94e5","66:f5:20:40:df:45","#70e34f","示例星河设计有限公司","园艺师","海岸","河流，月色，河流。","true","6","-85.44","2024-02-28","4992862418399","9787222639881","SKU-av-2840","C
line","archived","a,""b""
c","optional"
"1068","黄晓月","测试省样本市新区星河路669号","user_ylsnyrwsrbmy@example.test","user_rjtvpewhnaqb","https://sample-cbjgpyxl.example.test/ppdpsr","32bdb0da-7a5b-4294-9d6e-267be133685f","198.51.100.135","2001:db8:a2be:ebdc:eaa5:e53c:1cce:4a5b","be:fc:26:76:43:de","#3997f5","示例海棠设计有限公司","项目经理","微风","落叶，长街，云影。","false","9","247.65","2024-02-29","1239611959448","9781522567110","SKU-aq-5610","B,quoted","active","a,""b""
c","optional"
"1070","刘嘉宁","测试省样本市新区明月街132号","user_ndmvbdepkdxj@example.test","user_nlbuslmrzocz","https://sample-snbujoeh.example.test/wxtuyu","3d71e280-9161-4ca6-abe6-44200b610b77","203.0.113.55","2001:db8:a5e5:23ef:7d80:b749:14a8:0a1d","2e:b8:49:3a:bc:60","#189b3e","示例晨光设计有限公司","摄影师","晨光","河流，花园，落叶。","false","9","244.92","2024-03-01","8212149475270","9781931505420","SKU-gz-2831","A","active","a,""b""
c","optional"
"1072","吴小川","测试省示例市西城区星河路708号","user_alftezeylaww@example.test","user_ppfocdciwpgj","https://sample-isdjyhyh.example.test/xmprpe","2f9c0960-4713-41cf-8fca-c03759965e8d","192.0.2.113","2001:db8:95b4:ac9c:76c4:1998:b8d8:cc13","76:90:98:30:30:83","#9fe900","示例海棠信息有限公司","插画师","长街","灯火，时间，故事。","false","4","223.88","2024-03-02","2791980766151","9785458726832","SKU-vv-8622","C
line","archived","a,""b""
c","optional"
"1074","张文静","测试省样本市新区样本大道792号","user_mwgdyzmtwavm@example.test","user_rzmbpxvddgga","https://sample-djfjucwm.example.test/ntyaia","e95328c1-14fb-4471-a182-7dcc871f5d06","192.0.2.177","2001:db8:ffa1:1a02:2091:4914:3733:a7ef","1a:77:86:ae:98:1f","#c60a65","示例云帆设计有限公司","产品设计师","远方","山林，窗台，书页。","false","6","-109.05","2024-02-29","6316333601543","9784584711521","SKU-ba-0464","C
line","active","a,""b""
c",""
"1076","李小川","测试省样本市新区星河路714号","user_vdyymtcqmjub@example.test","user_babaftwfooru","https://sample-oznxjwyu.example.test/lyvgrd","b820397e-c76a-4e08-9495-ac7c408f1aec","198.51.100.47","2001:db8:d7d2:d210:190f:d38f:d96f:c515","d2:9f:c6:76:13:ff","#bb9fd5","示例青山设计有限公司","技术写作者","山林","月色，落叶，青石。","true","9","-13.74","2024-03-01","0606699343697","9787469304177","SKU-lv-8801","A","active","a,""b""
c","optional"
"1078","黄思远","测试省样本市新区样本大道412号","user_xwrqbxlphsel@example.test","user_rnwpejjmgqlq","https://sample-lsjbyayt.example.test/dgjhrt","daa0afd3-f77d-42d6-98f4-a20ca77e9692","198.51.100.201","2001:db8:de35:4652:3ad1:a2f6:b7a4:9921","ae:73:65:ef:cf:11","#2d9c15","示例晨光信息有限公司","园艺师","长街","雨声，远方，花园。","false","5","161.95","2024-02-28","7051637981241","9781275662193","SKU-fr-5772","C
line","active","a,""b""
c","optional"
"1080","王子安","测试省示例市东城区明月街124号","user_urwonsvfpsyw@example.test","user_fqoldbupieop","https://sample-vqxbxpmp.example.test/shfkum","df488325-d135-40ca-9203-561e4264ba9d","192.0.2.232","2001:db8:5cb5:2b43:0fcc:4590:c8ac:9395","22:46:29:17:e2:35","#5fd17a","示例星河信息有限公司","系统管理员","山林","灯火，窗台，落叶。","true","4","237.22","2024-03-02","8550619673253","9785232869137","SKU-jz-1291","C
line","active","a,""b""
c","optional"
"1082","陈雨桐","测试省样本市新区样本大道410号","user_krfojpclwyis@example.test","user_zcgcjkrsxpxx","https://sample-ynyikhcy.example.test/xtkoaf","f775d42d-d51e-404d-b342-5bbaced14caf","192.0.2.100","2001:db8:045b:48d0:15ec:c407:0eed:f784","4e:ca:ee:ef:39:6f","#eacf25","示例海棠信息有限公司","园艺师","河流","旅程，雨声，云影。","true","2","49.89","2024-03-02","8290942333010","9785748451116","SKU-pi-7076","C
line","active","a,""b""
c","optional"
"1084","王雨桐","测试省样本市新区样本大道435号","user_rrllnugvxyjl@example.test","user_indivizwrpkj","https://sample-yafhxuvt.example.test/zvthsd","e53500d0-d42b-4ec4-8f42-e3a49036f5c2","203.0.113.204","2001:db8:8383:b536:0471:8bef:9491:1011","72:fd:b4:02:a2:95","#26c90f","示例绿洲设计有限公司","运营专员","长街","微风，脚步，果实。","false","6","4.30","2024-03-01","6951775549567","9788100013861","SKU-yg-6351","C
line","active","a,""b""
c","optional"
"1086","刘明","测试省样本市新区样本大道849号","user_unxdmltuhvfe@example.test","user_dgdoirkscnza","https://sample-zywrvhcx.example.test/dcfxeq","877f51b7-7679-4a10-89a0-ac62c4f1334d","198.51.100.117","2001:db8:0bd2:e275:1ebb:e4d7:f36f:3526","aa:24:a5:f3:af:16","#117da0","示例明月文创有限公司","研究助理","脚步","远方，青石，山林。","true","9","-84.15","2024-02-28","7839386691372","9783648186824","SKU-wo-6212","C
line","active","a,""b""
c",""
"1088","张明","测试省示例市西城区青山路133号","user_llhdidjhxblp@example.test","user_dusrrpwefblh","https://sample-wlgfximy.example.test/zstilw","e6c9156b-a95a-4255-b73b-234382028565","192.0.2.86","2001:db8:ea0f:6a3c:98b0:e6e6:9185:6c4e","56:93:7b:ba:5c:e7","#7940a7","示例星河设计有限公司","运营专员","旅程","花园，果实，星空。","false","8","-16.79","2024-03-02","1277817027073","9780945238546","SKU-nh-9909","C
line","active","a,""b""
c","optional"
"1090","张雨桐","测试省示例市西城区样本大道485号","user_wmybnhrgydcx@example.test","user_iicvkhexloch","https://sample-yqbljdvk.example.test/ozxtls","1ae31adc-b503-49be-855f-7b0a236c36bc","198.51.100.70","2001:db8:e612:2868:3d26:2de3:9707:5157","22:fe:21:c0:dc:23","#eb47ee","示例云帆信息有限公司","产品设计师","山林","故事，窗台，希望。","false","9","126.51","2024-02-28","5528138629375","9787169914508","SKU-qv-5114","A","archived","a,""b""
c","optional"
"1092","陈晓月","测试省样本市新区明月街568号","user_ddjvxvyrhxwn@example.test","user_jpddtxjkdkzp","https://sample-bqpydapb.example.test/jfsxaw","88cf494a-f17e-4ff7-9458-dc241e824151","203.0.113.188","2001:db8:6d24:d24c:d91e:fa74:931b:acde","86:a7:c7:b7:17:dd","#e33706","示例远航文创有限公司","插画师","落叶","果实，雨声，希望。","true","4","235.90","2024-03-01","3185295114032","9785882639753","SKU-np-8812","A","active","a,""b""
c",""
"1094","吴嘉宁","测试省样本市新区青山路491号","user_hckoebudjils@example.test","user_bhgjwnypvvrs","https://sample-fxyndxyv.example.test/cnqmba","15449153-88a8-44f1-9d14-17e495390bda","203.0.113.147","2001:db8:2b17:800f:66ad:81d2:b477:7a60","3a:4d:9d:27:cb:06","#0dfc39","示例青山科技有限公司","技术写作者","河流","青石，星空，河流。","false","9","-67.12","2024-03-01","4058673276327","9782778927802","SKU-rv-8270","B,quoted","active","a,""b""
c","optional"
"1096","张思远","测试省示例市东城区样本大道75号","user_dbwnewfrmsuw@example.test","user_deodljtawkqr","https://sample-nijqlfie.example.test/rblwnv","9e2793f9-9493-44b8-b841-39eded5f8102","198.51.100.234","2001:db8:9fa2:82f3:4986:d37d:1b10:83f1","02:ed:b7:64:dc:64","#5da5d9","示例远航设计有限公司","园艺师","故事","晨光，希望，灯火。","false","5","32.33","2024-02-29","0493999554300","9781773438818","SKU-zm-6005","B,quoted","active","a,""b""
c","optional"
"1098","郑小川","测试省样本市新区样本大道900号","user_yknhjbqkwlcd@example.test","user_jdmujkjgtkrp","https://sample-ohiffsor.example.test/dacjwm","a960bd57-439e-472e-9a36-bf1f018cff6c","203.0.113.72","2001:db8:6c4b:e107:dede:b478:b07c:b5a1","5e:34:a5:40:58:51","#9ca832","示例绿洲信息有限公司","园艺师","云影","青石，云影，希望。","false","8","55.44","2024-03-02","2210343996023","9783291070365","SKU-ei-3666","A","active","a,""b""
c",""
"1100","杨清和","测试省示例市东城区青山路944号","user_thhbjiuzdpqm@example.test","user_dgdqmyexmzas","https://sample-vqbezcer.example.test/pgmjms","0661e250-9264-4f2e-a9e0-283ebcf513f3","192.0.2.99","2001:db8:5f4c:836e:faf5:d14a:31a7:e8cc","8e:9a:53:af:50:14","#a62385","示例明月设计有限公司","园艺师","星空","落叶，月色，长街。","true","5","111.51","2024-02-29","8581701448206","9789463595445","SKU-ho-4970","C
line","active","a,""b""
c","optional"
"1102","李文静","测试省样本市新区明月街747号","user_qyvazybyfyam@example.test","user_wjsxlitfjiwa","https://sample-aojfwfdm.example.test/hztsqh","5304045e-e32f-4387-bd16-1fc57081cce2","198.51.100.70","2001:db8:3f1c:9e89:70e1:94de:cf7d:1f0f","ba:3f:49:fb:82:b0","#0cb02f","示例青山设计有限公司","项目经理","山林","河流，长街，晨光。","false","9","148.35","2024-02-28","6131924827108","9787111579809","SKU-qe-7204","B,quoted","active","a,""b""
c","optional"
"1104","陈晓月","测试省样本市新区星河路409号","user_dgzzmtzkpjzc@example.test","user_dhuwamvjdwre","https://sample-svmtumoo.example.test/sjpmot","333e44fd-6686-460a-b506-93794fc8f56d","192.0.2.22","2001:db8:51e5:beb3:ef7b:9b48:772a:5d76","3a:b3:c1:9f:b4:24","#7d61cc","示例远航设计有限公司","数据分析师","长街","脚步，微风，长街。","false","5","31.13","2024-02-29","0013899965589","9785307345399","SKU-zw-1066","C
line","active","a,""b""
c","optional"
"1106","吴清和","测试省示例市东城区样本大道429号","user_lrkydxhesbsk@example.test","user_ashodvpmcolx","https://sample-dmslqvga.example.test/ugiejd","8a2edea8-7eae-4ffe-bb4d-eace9bca6224","192.0.2.151","2001:db8:9eb2:a55f:e371:f80f:7369:a75b","aa:92:ea:ac:54:d2","#4803c6","示例明月科技有限公司","测试工程师","窗台","青石，旅程，长街。","true","7","299.87","2024-03-02","3823343838539","9788612266267","SKU-fl-5653","C
line","active","a,""b""
c","optional"
"1108","郑清和","测试省示例市东城区星河路925号","user_laceyvefgadb@example.test","user_qfiaxsdilaqi","https://sample-babjjnum.example.test/ntldab","aef58816-e27e-4666-9764-a949dabf5b4b","192.0.2.132","2001:db8:1b03:7a00:7a55:ba00:b6e3:24e5","86:50:85:c0:02:77","#793647","示例青山科技有限公司","系统管理员","故事","旅程，山林，脚步。","false","9","293.99","2024-02-28","7415208733071","9789061137054","SKU-uh-9019","A","active","a,""b""
c","optional"
